id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac,img,dyn,decision,feature
20260322_152129_837483,31.5421875,-0.007449999999999998,-0.003500000000000003,-2.4650000000000003,-2.675,31.5984375,31.3875,31.725,31.44375,-0.0017833352500000001,0.00490595675,-0.0058011925,0.0031154845000000006,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152129_837483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152129_837483.jpg,0.45,0.446497,0.405950,0.429905,0.383031
20260322_152130_087483,31.5,-0.0143,0.0044,-2.47,-2.9,31.55625,31.33125,31.725,31.44375,-0.001785714,0.005357143,-0.007142857,0.001785714,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152130_087483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152130_087483.jpg,0.45,0.445427,0.402313,0.430904,0.403865
20260322_152130_087483,31.471875,-0.012074999999999997,0.0025749999999999983,-2.4850000000000003,-2.925,31.528125,31.3171875,31.6828125,31.3875,-0.00178731425,0.0049139145,-0.00670122875,0.002683371500000001,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152130_087483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152130_087483.jpg,0.45,0.445427,0.402634,0.431553,0.405038
20260322_152130_087483,31.443749999999998,-0.009849999999999994,0.0007499999999999959,-2.5,-2.95,31.5,31.303124999999998,31.640625,31.33125,-0.0017889145000000001,0.004470685999999999,-0.006259600499999999,0.003581029000000002,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152130_087483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152130_087483.jpg,0.45,0.445427,0.404942,0.432125,0.406113
20260322_152130_087483,31.415625,-0.0076250000000000024,-0.0010749999999999978,-2.5149999999999997,-2.975,31.471875,31.2890625,31.5984375,31.275000000000002,-0.00179051475,0.0040274575000000005,-0.00581797225,0.004478686499999999,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152130_087483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152130_087483.jpg,0.45,0.445427,0.407087,0.432630,0.406532
20260322_152130_337483,31.3875,-0.0054,-0.0029,-2.53,-3.0,31.44375,31.275,31.55625,31.21875,-0.001792115,0.003584229,-0.005376344,0.005376344,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152130_337483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152130_337483.jpg,0.45,0.435688,0.406432,0.430781,0.406314
20260322_152130_337483,31.373437499999998,-0.006325000000000002,-0.006475000000000004,-2.53,-2.925,31.4015625,31.260937499999997,31.528125,31.21875,-0.000895253249999999,0.00358583775,-0.004929924,0.004929924,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152130_337483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152130_337483.jpg,0.45,0.435688,0.403962,0.429163,0.405661
20260322_152130_337483,31.359375,-0.007250000000000003,-0.010050000000000009,-2.53,-2.85,31.359375,31.246875,31.5,31.21875,1.6085000000018532e-06,0.0035874465,-0.004483503999999999,0.004483503999999999,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152130_337483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152130_337483.jpg,0.45,0.435688,0.399521,0.427535,0.404899
20260322_152130_337483,31.3453125,-0.008175000000000003,-0.013625000000000012,-2.53,-2.775,31.3171875,31.232812499999998,31.471875,31.21875,0.0008984702500000031,0.00358905525,-0.004037083999999998,0.004037083999999998,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152130_337483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152130_337483.jpg,0.45,0.435688,0.394241,0.425846,0.404007
20260322_152130_587483,31.33125,-0.0091,-0.0172,-2.53,-2.7,31.275,31.21875,31.44375,31.21875,0.001795332,0.003590664,-0.003590664,0.003590664,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152130_587483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152130_587483.jpg,0.45,0.443981,0.387538,0.425775,0.394135
20260322_152130_587483,31.303125,-0.010275000000000006,-0.017275000000000002,-2.4749999999999996,-2.625,31.246875,31.162499999999998,31.415625000000002,31.1765625,0.0017969495,0.004494799750000004,-0.003593899,0.0040443492500000025,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152130_587483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152130_587483.jpg,0.45,0.443981,0.382799,0.425434,0.393242
20260322_152130_587483,31.275000000000002,-0.01145,-0.01735,-2.42,-2.55,31.21875,31.10625,31.387500000000003,31.134375,0.001798567,0.0053989355,-0.003597134,0.0044980345,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152130_587483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152130_587483.jpg,0.45,0.443981,0.379519,0.425082,0.392603
20260322_152130_587483,31.246875,-0.012624999999999994,-0.017425,-2.365,-2.4750000000000005,31.190625,31.05,31.359375,31.0921875,0.0018001845,0.006303071249999996,-0.003600369,0.004951719749999998,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152130_587483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152130_587483.jpg,0.45,0.443981,0.377558,0.424864,0.392175
20260322_152130_837483,31.21875,-0.0138,-0.0175,-2.31,-2.4,31.1625,30.99375,31.33125,31.05,0.001801802,0.007207207,-0.003603604,0.005405405,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152130_837483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152130_837483.jpg,0.45,0.443527,0.376739,0.424736,0.397797
20260322_152130_837483,31.190625,-0.02279999999999998,-0.021224999999999994,-2.375,-2.425,31.134375000000002,30.951562499999998,31.2890625,31.021875,0.0018034309999999999,0.007665802999999999,-0.0031547825000000007,0.0054102925,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152130_837483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152130_837483.jpg,0.45,0.443527,0.372384,0.424513,0.397185
20260322_152130_837483,31.162499999999998,-0.03180000000000004,-0.024950000000000017,-2.4400000000000004,-2.45,31.10625,30.909374999999997,31.246875,30.99375,0.00180506,0.008124399000000003,-0.002705960999999998,0.00541518,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152130_837483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152130_837483.jpg,0.45,0.443527,0.366194,0.424169,0.396484
20260322_152130_837483,31.134375,-0.04080000000000002,-0.028675000000000006,-2.505,-2.475,31.078125,30.8671875,31.204687500000002,30.965625,0.001806689,0.008582995000000001,-0.002257139499999999,0.0054200675,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152130_837483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152130_837483.jpg,0.45,0.443527,0.360163,0.423859,0.396041
